Ref_No,Facility_Name,Service_Type,Contact_Name,Address1,Address2,Address3,Town,Eircode,County,Age_Range,Area,Community,Contact_Name,Email,Phone_Number
TU2015WD085,The Childrens Playroom ,Sessional,Louise O'connor ,Enterprise Centre ,Nora Herlihy House,West Street ,Tallow ,P51 RK3V,Waterford,3 - 6 Years,South,N/A,Louise O’Connor,tallowcfcc@gmail.com,058 56445
TU2015WD086,The Little School Of Montessori  ,Sessional,Catriona Cullinan ,"4, Clonea Road  ",Abbeyside, ,Dungarvan ,X35 C597,Waterford,2 - 6 Years,South,N/A,Catriona Cullinan,catrionacullinan@gmail.com,058 41535
TU2015WD089,Tigín Draíochta  ,Sessional,Mairead Hennessy Walsh ,Logleagh ,Ballysaggart , ,Lismore  ,P51 EAHY,Waterford,0 - 6 Years,South,N/A,Mairead Hennessy Walsh,padraigmairead@gmail.com,058 53683
TU2015WD090,Tina's Playschool (Kinder Care) ,Sessional,Catriona Shanley ,Friars Walk ,Abbeyside, ,Dungarvan ,X35 R880,Waterford,2 - 6 Years,South,N/A,Catriona Shanley,tinabren68@hotmail.com,058 23470
TU2015WD091,Tiny Tots Playgroup ,Sessional,Fiona Coleman Mary Casey ,Dunhill GAA Centre ,, ,Dunhill ,X91 N2YY,Waterford,3 - 6 Years,South,N/A,Carmel Dunphy,tinytotsplayschooldunhill@gmail.com,N/A
TU2015WD093,Tir Na N’óg ,Sessional,Regina Carroll ,Siabh gCua Community Centre ,Ballinamult, ,Tourneena ,N/A,Waterford,3 - 6 Years,South,N/A,Regina Carroll,alvin23@live.co.uk,N/A
TU2016WD005,Tír na nÓg Montessori School ,Sessional,Siobhán Buckley ,2 Upper King Street ,Abbeyside, ,Dungarvan ,X35 EH94,Waterford,2 - 6 Years,South,N/A,Siobhán Buckley,siobuck@hotmail.com,058 43489
TU2015WD094,Tramore Tiny Tots Community Playgroup Ltd.  ,Sessional,Vicky Kearney ,Cairn Dubh Community Centre ,Ballycarnane, ,Tramore ,X91 RT2F,Waterford,3 - 6 Years,South,N/A,Vicky Kearney,TinyTotsTramore@gmail.com,051 391793
TU2015WD061,Ursuline Pre-School ,Sessional,Gail Ferguson ,Ursuline Convent ,, ,Waterford City  ,X91 HW77,Waterford,2 - 6 Years,South,N/A,Gail Ferguson,gferguson.olns@gmail.com,051 873788
TU2015WD095,Villierstown Montessori School  ,Sessional,Lisa Ryan ,Main Street ,, ,Villierstown ,P51 YP7A,Waterford,3 - 6 Years,South,N/A,John Lombard,villierstown.montessori@gmail.com,024 86001
TU2015WD100,Woodlands Playroom ,Sessional,Mary Molloy ,C/O Woodlands Leisure Centre ,Dunmore Road, ,Waterford ,N/A,Waterford,2 - 6 Years,South,N/A,Mary Molloy,petermolloybutchersltd@eircom.net,051 871177
TU2015WD040,Leap Frog Child Support ,Drop-In,Emer Blake ,Grange Cohan ,, ,St John’s Park ,X91 Y44A,Waterford,2 - 6 Years,South,N/A,Edel Leahy,eleahy@focusireland.ie,051 879810
TU2015WH064,Auburn Creche & Montessori  ,Full Day,Elaine Geoghegan ,9 Auburn Heights ,, ,Athlone ,N/A,Westmeath,0 - 6 Years,DML,N/A,Elaine Geoghegan,elainegeoghegan11@gmail.com,N/A
TU2015WH042,Ballymore Community Childcare Facility  ,Full Day,Betty Nally ,Market Hill ,Ballymore, ,Mullingar ,N91  D26,Westmeath,2 - 6 Years,DML,N/A,Dale Greenwood,info@ballymorechildcare.ie,044 9356006
TU2015WH043,Belvedere Hills Nursery & Montessori Ltd.  ,Full Day,Louise  Barry ,Belvedere Hills ,, ,Mullingar ,N91 K2HC,Westmeath,0 - 6 Years,DML,N/A,Carmel Reynolds,info@belvederehillsnursery.ie,044 9390977
TU2015WH058,Bright Beginnings ,Full Day,Martina Crowley ,Rathconnell ,, ,Mullingar ,N91 RRP3,Westmeath,0 - 6 Years,DML,N/A,Martina Crowley,martinacrowley.2@gmail.com,086 3330725
TU2016WH035,Bright Star Academy ,Full Day,Sylwia Kalamarz ,Main Street ,Ballynacargy, ,Mullingar ,N/A,Westmeath,1 - 6 Years,DML,N/A,Sylwia Kalamarz,sylwiakalmaraz@hotmail.com,087 1354281
TU2015WH034,Busy Kids Creche ,Full Day,Laura Garvey ,Cloghanboy ,Ballymahon Road, ,Athlone ,N37 PV24,Westmeath,0 - 6 Years,DML,N/A,Declan Feely,athlone@busykids.ie,090 6474223
TU2015WH024,Cairdeas Childcare ,Full Day,Liz O Rourke ,Kinnegad Community Childcare Centre ,Killucan Road, ,Kinnegad ,N91 YP60,Westmeath,0 - 6 Years,DML,N/A,Dermot Leavy,cairdeas2005@gmail.com,044 9379346
TU2015WH050,Chatterboxes Creche ,Full Day,Bill McMickan ,Dept of Education ,Cornamaddy, ,Athlone ,N37 E183,Westmeath,0 - 6 Years,DML,N/A,Bill McMickan,fiona.geoghegan@marine.ie,090 6487863
TU2015WH028,Clonbrusk Childcare Centre ,Full Day,Jenny Fletcher ,Clonbrusk Childcare Centre ,Coosan Road, ,Athlone ,N37 CIK2,Westmeath,0 - 6 Years,DML,N/A,Sean Quilty,clonbruskchildcarecentre@gmail.com,090 6470704
TU2015WH072,Coosan Childcare Centre ,Full Day,Jenny Fletcher ,12 Church Hills ,, ,Athlone ,N37 PK07,Westmeath,2 - 6 Years,DML,N/A,Sean Quilty,acscltd@eircom.net,090 6450496
TU2015WH005,Dunaree Childcare ,Full Day,Mairead Hyland ,1 Mayfield ,Guildford, ,Tyrellspass ,N91 AV67,Westmeath,0 - 6 Years,DML,N/A,Mairead Hyland,maireadhyland@hotmail.com,044 9221768
TU2015WH068,Dunaree Childcare & Pre-school ,Full Day,Mairead Hyland ,Unit 5 ,Centra Shopping Centre, ,Rochfortbridge ,N91 ND77,Westmeath,3 - 6 Years,DML,N/A,Mairead Hyland,maireadhyland@hotmail.com,044 9224485
TU2015WH070,Giggles Childcare ,Full Day,Veronica Lynam ,The Arches Donore ,, ,Streamstown ,N91 CK77,Westmeath,3 - 6 Years,DML,N/A,Veronica Lynam,veronicalynam@gmail.com,087 2323957
TU2015WH052,Grovelands Childcare Ltd ,Full Day,Breda  Molloy ,IDA Business & Technology Park ,Dublin Road, ,Athlone ,N37 NN90,Westmeath,0 - 6 Years,DML,N/A,Regina  Bushell,regina@grovelandschildcare.ie,090 6486080
TU2015WH053,Grovelands Childcare Ltd ,Full Day,Avril Wingfield/Louise Flynn ,The Weir ,Market Point, ,Mullingar ,N91 TX2C,Westmeath,2 - 6 Years,DML,N/A,Regina Bushell,dee.bushell@grovelandschildcare.ie ,044 9329269
TU2015WH066,Kids Kottage ,Full Day,Deirdre Raleigh ,Main Street ,, ,Tyrrellspass ,N91 WV8F,Westmeath,0 - 6 Years,DML,N/A,Deirdre Raleigh,deirdre.raleigh@gmail.com,N/A
TU2015WH015,Kidz Aloud ,Full Day,Tonette O'Neill ,Ranaghan ,, ,Castlepollard ,N91 HW71,Westmeath,0 - 6 Years,DML,N/A,Antoinette O'Neill,tonette_oneill@yahoo.co.uk,044 9666058
TU2015WH009,Killucan Care Ltd  ,Full Day,Caroline Monks Sarah Darlington ,St Joseph's Gardens ,,Rathwire ,Killucan ,N91 KN34,Westmeath,0 - 6 Years,DML,N/A,Ita Copley,killucancsp@eircom.net,044 9376800
TU2015WH013,Kinnegad Montessori School and Crèche ,Full Day,Nora Dardis ,24 Riverside ,, ,Kinnegad ,N91 FK82,Westmeath,0 - 6 Years,DML,N/A,Nora Dardis,noradardis@gmail.com,044 9375813
TU2015WH075,Lá Sona Daycare ,Full Day,Teresa Bracken Kennedy ,Townspark ,, ,Castlepollard ,N91 RW29,Westmeath,0 - 6 Years,DML,N/A,Teresa Bracken Kennedy,teresabling@yahoo.co.uk,044 9662468
TU2015WH007,Laughs & Giggles Childcare ,Full Day,Tracey Smith Caroline Rogers ,Riverside Community Centre , Dalton Park, ,Mullingar ,N91 V5NP,Westmeath,0 - 6 Years,DML,N/A,Michael Dollard,house_dalton@yahoo.ie,044 9345080
TU2015WH037,Little Blessings ,Full Day,Claire Gunning ,Ballynacargy Community Childcare Services Ltd ,Main Street, ,Ballynacargy ,N/A,Westmeath,0 - 6 Years,DML,N/A,Gerard Connolly,ballynacargychildcare@gmail.com,044 9373945
TU2015WH012,Magic Steps Ltd ,Full Day,Bernie Clynes ,37 Manorfield ,, ,Kinnegad ,N91 CC91  ,Westmeath,0 - 6 Years,DML,N/A,Bernie Clynes,magicstepsltd@gmail.com,044 9391471
TU2015WH016,Mellowes Childcare LTD ,Full Day,Deborah McGuinness Steven Carthy ,Mellowes Childcare ,Moygrehan, ,Athboy ,C15 W288,Westmeath,0 - 6 Years,DML,N/A,Deborah McGuinness Steven Carthy,info@mellowes.ie,046 9433921
TU2015WH030,Mullingar Academy of Childcare & Education ,Full Day,Kathleen Egan ,105 Ballinderry Road ,, ,Mullingar ,N91 P862,Westmeath,0 - 6 Years,DML,N/A,Kathleen Egan,kefegan@gmail.com,044 9335106
TU2015WH029,Mullingar Montessori & After School  ,Full Day,Ursula Keenan ,Ardmore Road ,, ,Mullingar ,N91 A2R5,Westmeath,2 - 6 Years,DML,N/A,Ursula Keenan,keenanursula@gmail.com,044 9335807
TU2015WH056,On Cloud Nine Creche ,Full Day,Anna Gavin ,2 Assumption Villas ,Delvin Road, ,Mullingar ,N91 AE71,Westmeath,0 - 6 Years,DML,N/A,Anna Gavin,annagavin@eircom.net,044 9344498
TU2015WH018,Rathganny Pre-school ,Full Day,Christina O'Neill ,Rathganny House ,,Multyfarnham ,Mullingar ,N91 XE3F,Westmeath,0 - 6 Years,DML,N/A,Madeline O'Neill,madelineoneill66@yahoo.ie,044 9371845
TU2015WH077,Rochfortbridge Little Rascals Ltd ,Full Day,Orla Gallagher ,Church Road ,, ,Rochfortbridge ,N/A,Westmeath,0 - 6 Years,DML,N/A,Orla Gallagher,littlerascalswestmeath@gmail.com,044 9222746
TU2015WH023,Scallywags Childcare Centre ,Full Day,Mary Keaney Shelley Welton ,Garrycastle ,, ,Athlone ,N/A,Westmeath,0 - 6 Years,DML,N/A,Mary Keaney Shelley Welton,gwelton@eircom.net,090 6491066
TU2015WH048,Scribbles & Giggles ,Full Day,Majella Bolger ,31 Clonmore Heights ,, ,Mullingar ,N91 VP66,Westmeath,2 - 6 Years,DML,N/A,Majella Bolger,majellabolger1@hotmail.com,044 9333338
TU2015WH019,St. Kieran's Childcare Centre ,Full Day,Jenny Kirwan ,St. Kieran's Community Centre ,Tormey Villas, ,Athlone ,N37 W7PS,Westmeath,2 - 6 Years,DML,N/A,Mona Joyce,stkieransatk@eircom.net,090 6450272
TU2015WH041,Step by Step ,Full Day,Monica Cronin ,29 College Vale ,Irishtown, ,Mullingar ,N91 Y363,Westmeath,0 - 6 Years,DML,N/A,Monica Cronin,stepbystepcreche@eircom.net,044 9333730
TU2015WH014,Stonebridge Playschool & Creche ,Full Day,Paula Carton Yvonne Carton ,16A ,Stonebridge Park, ,Rochfortbridge ,N91 W6XN,Westmeath,0 - 6 Years,DML,N/A,Paula Carton Yvonne Carton,ypcarton@gmail.com,087 9703816
TU2015WH017,Waddlers and Toddlers ,Full Day,Niamh Anderson ,Winetown South ,, ,Rathowen ,N91 AH01,Westmeath,0 - 6 Years,DML,N/A,Niamh Anderson,waddlersandtoddlers@eircom.net,043 6676943
TU2015WH063,Womens Community Projects Ass. Ltd ,Full Day,Valerie Walsh ,Parish Community Centre ,Bishopgate Street, ,Mullingar ,N91 AWH7,Westmeath,2 - 6 Years,DML,N/A,Tom  Moore,kmcpartland@wcpmullingar.ie,044 9344863
TU2015WH026,Battery Heights Preschool ,Part Time,Jenny Fletcher ,Battery Heights Preschool ,Dean Kelly National School,Battery Heights ,Athlone ,N37 X273,Westmeath,3 - 6 Years,DML,N/A,Sean Quilty,acscltd@eircom.net,090 6494581
TU2015WH078,Chestnut Hill Montessori School ,Part Time,Lynda Casey ,Knockanea ,Fardrum, ,Athlone ,N37 CT95,Westmeath,2 - 6 Years,DML,N/A,Lynda Casey,lynda@chestnuthill.ie,087 6558379
TU2015WH079,Clonros ,Part Time,Clare Hyland-Doyle ,St. Hilda's Services ,No 4 Coosan Park Road,Coosan ,Athlone ,N37 HR02,Westmeath,2 - 6 Years,DML,N/A,Sheila Buckley - Byrne,chylanddoyle@sthildas.ie,090 6475825
TU2015WH049,Grange Community Childcare ,Part Time,Jackie Keena ,Grange Meadows ,, ,Mullingar ,N91 HK00,Westmeath,2 - 6 Years,DML,N/A,Noel O Callaghan,jackykeena@yahoo.co.uk,044 9333603
TU2015WH065,Little Smiles Montessori Pre-School ,Part Time,Caroline Finegan ,Main Street ,, ,Coole ,N91 CC44,Westmeath,2 - 6 Years,DML,N/A,Anthony Finegan,littlesmilesmontessori@eircom.net,044 9661937
TU2017WH501,Na Fea Montessori Pre-School ,Part Time,Aine  Kelly ,Beech Park ,, ,Athlone ,N/A,Westmeath,3 - 6 Years,DML,N/A,Marie McManus,mariemcmanus@gmail.com,086 0271948
TU2015WH069,Naionra An Choillin ,Part Time,Sarah O Keefe ,Gaelscoil An Choillin ,, ,An Muileann Gearr ,N91 NW80,Westmeath,2 - 6 Years,DML,N/A,Sarah O Keefe,sarahokeeffe23@hotmail.com,N/A
TU2015WH055,Naionra Lios Na Nog ,Part Time,Carrie O'Connor ,Scoil na gCeithre Maistri ,Lios Ui Mhullain, ,Atha Luain ,N37 RP03,Westmeath,0 - 6 Years,DML,N/A,Carrie O'Connor,carriembc@icloud.com,N/A
TU2015WH025,Peek A Boo Pre-School ,Part Time,Jenny Fletcher ,Resource Centre ,Connaught Street, ,Athlone ,N37 V9K6,Westmeath,3 - 6 Years,DML,N/A,Sean Quilty,acscltd@eircom.net,090 6444936
TU2015WH018,Rathganny Pre-school ,Part Time,Christina O'Neill ,Rathganny House ,,Multyfarnham ,Mullingar ,N91 XE3F,Westmeath,0 - 6 Years,DML,N/A,Madeline O'Neill,madelineoneill66@yahoo.ie,044 9371845
TU2015WH051,Réalta Geal Montessori School ,Part Time,Mairead Hennessy ,Coosan Point Road ,Coosan, ,Athlone ,N37 A899,Westmeath,2 - 6 Years,DML,N/A,Mairead Hennessy,realtageal@gmail.com,090 6450576
TU2015WH027,Sarsfield Childcare Project ,Part Time,Jenny Fletcher ,Athlone Community Services Council ,Community Centre,Sarsfield Square ,Athlone ,N37 HX00,Westmeath,3 - 6 Years,DML,N/A,Sean Quilty,acscltd@eircom.net,090 6470704
TU2015WH032,Stepping Stones Pre/After School ,Part Time,Linda Keenan Kelly ,St Marys Community Hall ,Rathowen, ,Mullingar ,N91 P2NN,Westmeath,0 - 6 Years,DML,N/A,Margaret Beirne,sstonesrathowen@gmail.com,043 6676877
TU2015WH014,Stonebridge Playschool & Creche ,Part Time,Paula Carton Yvonne Carton ,16A ,Stonebridge Park, ,Rochfortbridge ,N91 W6XN,Westmeath,0 - 6 Years,DML,N/A,Paula Carton Yvonne Carton,ypcarton@gmail.com,087 9703816
TU2015WH073,The Growing Patch ,Part Time,Laura McKeon ,Rahugh National School ,, ,Kilbeggan ,N91 XF20,Westmeath,3 - 6 Years,DML,N/A,Jennifer Henson,thegrowingpatchpreschool@outlook.com,N/A
TU2015WH017,Waddlers and Toddlers ,Part Time,Niamh Anderson ,Winetown South ,, ,Rathowen ,N91 AH01,Westmeath,0 - 6 Years,DML,N/A,Niamh Anderson,waddlersandtoddlers@eircom.net,043 6676943
TU2015WH063,Womens Community Projects Ass. Ltd ,Part Time,Valerie Walsh ,Parish Community Centre ,Bishopgate Street, ,Mullingar ,N91 AWH7,Westmeath,2 - 6 Years,DML,N/A,Tom  Moore,kmcpartland@wcpmullingar.ie,044 9344863
TU2015WH044,Woodlawn Montessori & Pre-School ,Part Time,Martina Rochford ,Clara Road ,, ,Kilbeggan ,N91 EV66,Westmeath,2 - 6 Years,DML,N/A,Martina Rochford,woodlawnmontessori@gmail.com,057 9333805
TU2016WH003,Little Scholars Junior Pre-School ,Childminder,Deirdre Healy ,Coolmona ,Moydrum, ,Athlone ,N37 PD89,Westmeath,2 - 6 Years,DML,N/A,Deirdre Healy,littlescholarsathlone@gmail.com,090 6475470
TU2016WH002,Lux Children's Club ,Childminder,Maryna Rogoza ,Mount Carmel ,Station Road, ,Moate ,N37 AF50,Westmeath,3 - 6 Years,DML,N/A,Maryna Rogoza,marynarogoza@gmail.com,085 1444831
TU2015WH083,Sheila Beirne ,Childminder,Sheila Beirne ,4 Woodview Avenue ,, ,Athlone ,N/A,Westmeath,0 - 6 Years,DML,N/A,Sheila Beirne,sheilab1979@gmail.com,N/A
TU2015WH081,Tiddlywinks ,Childminder,Geraldine Doyle ,Dulayr House ,Clonaglin, ,Kilbeggan ,N/A,Westmeath,0 - 6 Years,DML,N/A,Geraldine Doyle,,N/A
TU2015WH054,An Gairdin Scoil Montessori ,Sessional,Bernadette McGillicuddy ,49 Greenpark Meadows ,, ,Mullingar ,N91 NW21,Westmeath,3 - 6 Years,DML,N/A,Bernadette McGillicuddy,nivaleinreb@hotmail.com,044 9335764
TU2015WH033,An Grianan Pre school ,Sessional,Anne Egan ,Village View ,Mount Temple, ,Moate ,N37 HC98,Westmeath,2 - 6 Years,DML,N/A,Anne Egan,annefallonegan@eircom.net,090 6482775
TU2015WH031,Annie Apples ,Sessional,Tara Thompson ,27 The Drive ,Lakepoint, ,Mullingar ,N91 VX93,Westmeath,2 - 6 Years,DML,N/A,Tara Thompson,annieapplesltd@hotmail.com,044 9335919
TU2015WH040,Auburn Preschool ,Sessional,Alicia Burns ,Ballagh ,, ,Mullingar ,N91 X4A9,Westmeath,3 - 6 Years,DML,N/A,Alicia Burns,auburnpreschoolalisha@gmail.com,044 9343762
TU2015WH043,Belvedere Hills Nursery & Montessori Ltd.  ,Sessional,Louise  Barry ,Belvedere Hills ,, ,Mullingar ,N91 K2HC,Westmeath,0 - 6 Years,DML,N/A,Carmel Reynolds,info@belvederehillsnursery.ie,044 9390977
TU2015WH002,Bluebells Montessori ,Sessional,Siobhan Walsh ,Killulagh ,, ,Delvin ,N91 ER2Y,Westmeath,2 - 6 Years,DML,N/A,Siobhan Walsh,walshbluebells@gmail.com,044 9664932
TU2015WH060,Busy Bodies ,Sessional,Una Duggan ,Joristown ,, ,Raharney ,N91 HX83,Westmeath,3 - 6 Years,DML,N/A,Una Duggan,winuna@gmail.com,044 9376832
TU2015WH071,Busy Little Bees ,Sessional,Annie Carroll Caroline Maloney ,Station Road ,Castletown Geoghegan, ,Mullingar ,N91 CCO3,Westmeath,2 - 6 Years,DML,N/A,Annie Carroll Caroline Maloney,busylittlebeescreche@gmail.com,044 9226655
TU2015WH022,Children of Lir Multyfarnham Children Services ,Sessional,Frances Cox ,The Old School ,Donore Drive, ,Multyfarnham ,N91 XT88,Westmeath,2 - 6 Years,DML,N/A,Tomas Loughrey,claireorme@eircom.net,N/A
TU2015WH008,First Class Montessori ,Sessional,Deirdre Molloy ,56 Towerview ,, ,Mullingar ,N91 K194,Westmeath,2 - 6 Years,DML,N/A,Deirdre Molloy,fcmschool@gmail.com,044 9342669
TU2015WH082,Giggles Pre-school ,Sessional,Veronica Lynam ,The Arches ,Donore ,Streamstown ,Mullingar ,N91 CK77,Westmeath,0 - 6 Years,DML,N/A,Veronica Lynam,veronicalynam@gmail.com,087 2323957
TU2016WH005,Glasson Pre School ,Sessional,Lorraine Irwin ,Glasson ,, ,Athlone ,N37 CX61,Westmeath,2 - 6 Years,DML,N/A,Lorraine Nolan,glassonpreschool@gmail.com,N/A
TU2015WH036,Glasson Pre-school             ,Sessional,Lorraine Irwin ,Glasson Pre-school ,Glasson, ,Athlone ,N/A,Westmeath,3 - 6 Years,DML,N/A,Lorraine Nolan,glassonpreschool@gmail.com,N/A
TU2015WH039,Greenpark Montessori ,Sessional,Mary Stenson ,128A ,Green Park Meadows, ,Mullingar ,N/A,Westmeath,3 - 6 Years,DML,N/A,Mary Stenson,greenparkmontessori@hotmail.com,044 9385661
TU2017WH500,Hillside Preschool ,Sessional,Louise Croash ,47 Hillside Drive ,, ,Mullingar ,N91 Y3F8,Westmeath,3 - 6 Years,DML,N/A,Laura Timoney,hillsidedrivepreschool@gmail.com,044 9330643
TU2015WH074,Irene's Pre-School ,Sessional,Irene  Murphy ,Mullingar FC ,Gainstown , ,Mullingar ,N91 D889,Westmeath,2 - 6 Years,DML,N/A,Irene Murphy,Ireneamurphy@me.com,N/A
TU2015WH066,Kids Kottage ,Sessional,Deirdre Raleigh ,Main Street ,, ,Tyrrellspass ,N91 WV8F,Westmeath,0 - 6 Years,DML,N/A,Deirdre Raleigh,deirdre.raleigh@gmail.com,N/A
TU2015WH057,Kilbeggan Montessori ,Sessional,Brenda Smith ,Mullingar Road ,, ,Kilbeggan ,N91 HY38,Westmeath,2 - 6 Years,DML,N/A,Brenda Smith,brensm@hotmail.com,N/A
TU2015WH013,Kinnegad Montessori School and Crèche ,Sessional,Nora Dardis ,24 Riverside ,, ,Kinnegad ,N91 FK82,Westmeath,0 - 6 Years,DML,N/A,Nora Dardis,noradardis@gmail.com,044 9375813
TU2015WH080,Lir Pre-school ,Sessional,Angela Sullivan ,2 Cullionbeg ,, ,Mullingar ,N91 PT80,Westmeath,3 - 6 Years,DML,N/A,Josephene Glackin,angela.sullivan@muiriosa.ie,044 9385809
TU2015WH010,Little Acorns Montessori ,Sessional,Carmel O'Neill Sabrina Campbell  ,C/O St Pauls National School ,Lyster Street, ,Athlone ,N37 E973,Westmeath,3 - 6 Years,DML,N/A,Carmel O'Neill Sabrina Campbell ,acornspreschool1@gmail.com,087 2277100
TU2015WH004,Little Friends Pre School ,Sessional,Sharon Quinn ,Ballagh ,, ,Mullingar ,N/A,Westmeath,2 - 6 Years,DML,N/A,Sharon Quinn,littlefriendspreschool@outlook.com,086 4198900
TU2015WH006,Little Scholars ,Sessional,Deirdre Healy ,Coolmona ,Moydrum, ,Athlone ,N37 PD89,Westmeath,2 - 6 Years,DML,N/A,Deirdre Healy,deehealy@eircom.net,090 6475470
TU2015WH067,Loughegar Community Playgroup Limited ,Sessional,Magdalena Luczek ,Loughegar ,, ,Mullingar , N91 WD82,Westmeath,2 - 6 Years,DML,N/A,Catherine McGrath,loughegar.lcp@gmail.com,087 2045587
TU2015WH059,Lynn Montessori Pre-school ,Sessional,Nuala Jordan ,Lynn Cross ,, ,Mullingar ,N91 EA49,Westmeath,2 - 6 Years,DML,N/A,Nuala Jordan,lynnmontessori@gmail.com,044 9341443
TU2015WH029,Mullingar Montessori & After School  ,Sessional,Ursula Keenan ,Ardmore Road ,, ,Mullingar ,N91 A2R5,Westmeath,2 - 6 Years,DML,N/A,Ursula Keenan,keenanursula@gmail.com,044 9335807
TU2017WH501,Na Fea Montessori Pre-School ,Sessional,Aine  Kelly ,Beech Park ,, ,Athlone ,N/A,Westmeath,3 - 6 Years,DML,N/A,Marie McManus,mariemcmanus@gmail.com,086 0271948
TU2015WH069,Naionra An Choillin ,Sessional,Sarah O Keefe ,Gaelscoil An Choillin ,, ,An Muileann Gearr ,N91 NW80,Westmeath,2 - 6 Years,DML,N/A,Sarah O Keefe,sarahokeeffe23@hotmail.com,N/A
TU2015WH001,Naionra Na Cre Duibhe ,Sessional,Cait Ui Suibhne ,Creaghduff ,Coosan, ,Athlone ,N37 D9W6,Westmeath,3 - 6 Years,DML,N/A,Cait Ui Suibhne,naionrachuasain@gmail.com,090 6475044
TU2015WH038,Noirin's Pre-school ,Sessional,Noirin Hennelly ,111 Hillside Drive ,, ,Mullingar ,N/A,Westmeath,3 - 6 Years,DML,N/A,Noirin Hennelly,p.j.hennelly@gmail.com,044 9344755
TU2015WH021,Peter Pan Pre-school ,Sessional,Rita McGrath ,Castletown ,,Delvin ,Mullingar ,N91 PN47,Westmeath,2 - 6 Years,DML,N/A,Rita McGrath,ritamcgrath@ymail.com,044 9664622
TU2015WH076,Precious Angels Pre-School ,Sessional,Marion Corbett Valja  McCabe ,Raithin Eoghan  ,Ashe Road, ,Mullingar ,N91 HH51,Westmeath,2 - 6 Years,DML,N/A,Marion Corbett Valja  McCabe,mccabevalja@gmail.com,N/A
TU2016WH001,Regina Bushell T/A Grovelands Childcare ,Sessional,Regina Bushell ,1 Grovelands ,Ballymahon Road, ,Athlone ,N37 WE16,Westmeath,3 - 6 Years,DML,N/A,Regina Bushell,info@grovelandschildcare.ie,090 6478525
TU2015WH046,Smiles & Giggles ,Sessional,Ann Kilroy ,46/47 Sliabh Rua ,, ,Moate ,N37 V9W8,Westmeath,2 - 6 Years,DML,N/A,Ann Kilroy,annkilroy12@gmail.com,N/A
TU2015WH045,Sonas Montessori Pre-school ,Sessional,Julie Shaw Ruth English ,13 Assumption Villas ,Delvin Road, ,Mullingar ,V91 RY27,Westmeath,2 - 6 Years,DML,N/A,Julie Shaw Ruth English,ruthenglish1@gmail.com,044 9344797
TU2015WH035,Steps Ahead Playschool ,Sessional,Mary Dunne ,Cooksboro View ,, ,Cloughan ,DPD 8194,Westmeath,2 - 6 Years,DML,N/A,Mary Dunne,majodunne@hotmail.com,044 9643398
TU2015WH014,Stonebridge Playschool & Creche ,Sessional,Paula Carton Yvonne Carton ,16A ,Stonebridge Park, ,Rochfortbridge ,N91 W6XN,Westmeath,0 - 6 Years,DML,N/A,Paula Carton Yvonne Carton,ypcarton@gmail.com,087 9703816
TU2015WH047,Sundancers Montessori ,Sessional,Marilyn McDermott ,Unit 7 Castlepollard Shopping Centre ,Old Castle Road, ,Castlepollard ,N91 RX24,Westmeath,2 - 6 Years,DML,N/A,Paula Hilliard,paula.hevey@hotmail.com,N/A
TU2015WH011,Sunny Days Playschool ,Sessional,Anne Donlon ,5 Woodlands ,, ,Mullingar ,N91 CH74,Westmeath,2 - 6 Years,DML,N/A,Anne Donlon,annedonlon40@gmail.com,044 9349204
TU2015WH061,Tir na Nog Playschool ,Sessional,Ann O'Brien ,Tullaghnageeragh ,Knockdomney, ,Moate ,N37 E6E8,Westmeath,2 - 6 Years,DML,N/A,Ann O'Brien,tirnanogann@gmail.com,090 6482066
TU2015WH003,Treasures Island Pre-school ,Sessional,Bernie Egan ,5 Arcadia Court ,, ,Athlone ,N37 AY80,Westmeath,3 - 6 Years,DML,N/A,Bernie Egan,treasuresislandathlone@gmail.com,090 6472056
